Name,Library System,Latitude,Longitude,Address,City,Zip Code,County,Phone
Chester Branch Library,Plumas County Library,40.30937,-121.22711,222 First Ave.,Chester,96020,Plumas,(530) 258-2742
Downieville Station Library,Plumas County Library,39.55932,-120.82784,318 Commercial St.,Downieville,95936,Sierra,(530) 289-3544
Greenville Branch Library,Plumas County Library,40.14015,-120.95207,204 Ann St.,Greenville,95947,Plumas,(530) 284-7416
Loyalton Station Library,Plumas County Library,39.67631,-120.24346,511 Main St.,Loyalton,96118,Sierra,(530) 993-1105
Plumas County Library,Plumas County Library,39.93613,-120.94698,445 Jackson St.,Quincy,95971,Plumas,(530) 283-6310
Portola Branch Library,Plumas County Library,39.80532,-120.46586,34 3Rd Ave.,Portola,96122,Plumas,(530) 832-4241
Sierra City Station Library,Plumas County Library,39.56596,-120.63378,Hwy. 49,Sierra City,96125,Sierra,(530) 862-0210
Pomona Public Library,Pomona Public Library,34.05386,-117.75062,625 S. Garey Ave.,Pomona,91766,Los Angeles,(909) 620-2473
Porterville Public Library,Porterville Public Library,36.06571,-119.02003,"50 W. Olive Ave., Suite B",Porterville,93257,Tulare,(559) 784-0177
Paul A. Biane Library,Rancho Cucamonga Public Library,34.11307,-117.53280,12505 Cultural Center Drive,Rancho Cucamonga,91739,San Bernardino,(909) 477-2720
Archibald Library,Rancho Cucamonga Public Library,34.12012,-117.59402,7368 Archibald Avenue,Rancho Cucamonga,91730,San Bernardino,(909) 477-2720
Rancho Mirage Public Library,Rancho Mirage Public Library,33.74848,-116.42128,71-100 Highway 111,Rancho Mirage,92270,Riverside,(760) 341-7323
Redondo Beach North Branch Library,Redondo Beach Public Library,33.87254,-118.37678,2000 Artesia Boulevard,Redondo Beach,90278,Los Angeles,(310) 318-0677
Redondo Beach Public Library,Redondo Beach Public Library,33.84604,-118.38806,303 N. Pacific Coast Hwy,Redondo Beach,90277,Los Angeles,(310) 318-0675
Redwood City Public Library,Redwood City Public Library,37.48390,-122.22739,1044 Middlefield Road,Redwood City,94063,San Mateo,(650) 780-7061
Redwood Shores Branch Library,Redwood City Public Library,37.53037,-122.25861,399 Marine Parkway,Redwood City,94065,San Mateo,(650) 780-5740
Schaberg Branch Library,Redwood City Public Library,37.46649,-122.24310,2140 Euclid Ave.,Redwood City,94061,San Mateo,(650) 780-7010
Bayview Branch Library,Richmond Public Library,37.91519,-122.32382,5100 Hartnett Avenue,Richmond,94804,Contra Costa,(510) 620-6566
Richmond Public Library,Richmond Public Library,37.93595,-122.34396,325 Civic Center Plaza,Richmond,94804,Contra Costa,(510) 620-6555
West Side Branch Library,Richmond Public Library,37.92729,-122.38433,135 Washington Avenue,Richmond,94801,Contra Costa,(510) 620-6567
Anza Valley Community Library,Riverside County Library System,33.57024,-116.65979,57430 Mitchell Rd,Anza,92539,Riverside,(951) 763-4216
Cabazon Library,Riverside County Library System,33.91042,-116.78098,50425 Carmen Ave,Cabazon,92230,Riverside,(951) 849-8234
Calimesa Library,Riverside County Library System,34.00181,-117.06169,974 Calimesa Blvd,Calimesa,92320,Riverside,(909) 795-9807
Canyon Lake Branch Library,Riverside County Library System,33.67256,-117.25148,31516 Railroad Canyon Rd.,Canyon Lake,92587,Riverside,(951) 244-9181
Cathedral City Branch Library,Riverside County Library System,33.80426,-116.45729,33-520 Date Palm Dr.,Cathedral City,92234,Riverside,(760) 328-4262
Coachella Branch Library,Riverside County Library System,33.67869,-116.17622,1500 Sixth St.,Coachella,92236,Riverside,(760) 398-5148
Desert Hot Springs Branch Library,Riverside County Library System,33.96312,-116.51071,14380 Palm Dr.,Desert Hot Springs,92240,Riverside,(760) 329-5926
Eastvale Community Library,Riverside County Library System,33.95306,-117.56859,7447 Scholar Way,Eastvale,92880,Riverside,(951) 273-1520
El Cerrito Public Library,Riverside County Library System,33.83545,-117.52659,7581 Rudell Road,Corona,92881,Riverside,(951) 270-5012
French Valley Library,Riverside County Library System,33.60863,-117.10909,31526 Skyview Road,Winchester,92596,Riverside,(951) 926-6636
Glen Avon Branch Library,Riverside County Library System,34.00380,-117.48454,9244 Galena,Riverside,92509,Riverside,(951) 685-8121
Grace Mellman Library,Riverside County Library System,33.52667,-117.16062,41000 County Center,Temecula,92591,Riverside,(951) 296-3893
Highgrove Branch Library,Riverside County Library System,34.01541,-117.32322,530 W Center St,Riverside,92507,Riverside,(951) 682-1507
Home Gardens Library,Riverside County Library System,33.87508,-117.52541,3785 Neece Street,Corona,92879,Riverside,(951) 279-2148
Idyllwild Branch Library,Riverside County Library System,33.74369,-116.71378,54401 Village Center Dr,Idyllwild,92549,Riverside,(951) 659-2300
Max T. Mccandless Branch Library Indio,Riverside County Library System,33.71899,-116.21874,200 Civic Center Mall,Indio,92201,Riverside,(760) 347-2383
La Quinta Branch Library,Riverside County Library System,33.67810,-116.29920,78-225 Calle Tampico,La Quinta,92253,Riverside,(760) 564-4767
Altha Merrifield - Lake Elsinore Branch Library,Riverside County Library System,33.66957,-117.33418,600 W. Graham,Lake Elsinore,92530,Riverside,(951) 674-4517
Lake Tamarisk Library,Riverside County Library System,33.73800,-115.39228,43880 Lake Tamarisk Dr.,Desert Center,92239,Riverside,(760) 227-3273
Vick Knight Community Library,Riverside County Library System,33.67012,-117.38060,32593 Riverside Dr,Lake Elsinore,92530,Riverside,(951) 678-7083
Robidoux Branch Library,Riverside County Library System,33.99977,-117.41457,5840 Mission Blvd,Riverside,92509,Riverside,(951) 682-5485
Mead Valley Public Library,Riverside County Library System,33.83396,-117.28676,21580 Oakwood Street,Perris,92570,Riverside,(951) 943-4727
Mecca-North Shore Branch Library,Riverside County Library System,33.56960,-116.07394,91260 Avenue 66,Mecca,92254,Riverside,(760) 396-2363
Menifee Library,Riverside County Library System,33.67582,-117.15935,28798 La Piedra Rd,Menifee,92584,Riverside,(951) 679-2527
Norco Branch Library,Riverside County Library System,33.92926,-117.55944,3240 Hamner Ave.,Norco,92860,Riverside,(951) 735-5329
Nuview Branch Library,Riverside County Library System,33.82403,-117.12894,29990 Lakeview Rd.,Nuevo,92567,Riverside,(951) 928-0769
Palm Desert Branch Library,Riverside County Library System,33.72999,-116.38628,73-300 Fred Waring Dr.,Palm Desert,92260,Riverside,(760) 346-6552
Perris Branch Library,Riverside County Library System,33.78600,-117.22745,163 E. San Jacinto,Perris,92570,Riverside,(951) 657-2358
San Jacinto Branch Library,Riverside County Library System,33.78222,-116.95866,595 S. San Jacinto Ave.,San Jacinto,92583,Riverside,(951) 654-8635
Sun City Branch Library,Riverside County Library System,33.71168,-117.18961,26982 Cherry Hills Blvd.,Sun City,92586,Riverside,(951) 679-3534
Temecula Public Library,Riverside County Library System,33.49696,-117.12289,30600 Pauba Road,Temecula,92592,Riverside,(951) 693-8900
Thousand Palms Library,Riverside County Library System,33.82335,-116.39738,31-189 Robert Rd.,Thousand Palms,92276,Riverside,(760) 343-1556
Valle Vista Library,Riverside County Library System,33.74757,-116.89368,25757 Fairview Ave.,Hemet,92544,Riverside,(951) 927-2611
Wildomar Library,Riverside County Library System,33.62368,-117.29052,34303 Mission Trail,Wildomar,92595,Riverside,(951) 471-3855
Woodcrest Community Library,Riverside County Library System,33.87967,-117.37262,16625 Krameria,Riverside,92504,Riverside,(951) 789-7324
Arlanza Branch,Riverside Public Library,33.93926,-117.46231,8267 Philbin Ave.,Riverside,92503,Riverside,(951) 826-2217
Arlington Branch Library,Riverside Public Library,33.91951,-117.44742,9556 Magnolia Ave.,Riverside,92503,Riverside,(951) 826-2291
Casa Blanca Branch Library,Riverside Public Library,33.93036,-117.39979,2985 Madison St.,Riverside,92504,Riverside,(951) 826-2120
Eastside Library & Cybrary,Riverside Public Library,33.97355,-117.34848,4033 Chicago St. Suite C,Riverside,92507,Riverside,(951) 826-2235
La Sierra Branch Library,Riverside Public Library,33.91560,-117.48663,4600 La Sierra,Riverside,92505,Riverside,(951) 826-2461
Marcy Branch Library,Riverside Public Library,33.94800,-117.40080,6927 Magnolia Avenue,Riverside,92506,Riverside,(951) 826-2078
Orange Terrace,Riverside Public Library,33.89509,-117.31261,20010-B Orange Terrace Pkwy,Riverside,92508,Riverside,(951) 826-2184
Riverside Public Main Library,Riverside Public Library,33.98301,-117.37145,3900 Mission Inn Ave.,Riverside,92501,Riverside,(951) 826-5201
Maidu Library,Roseville Public Library,38.73553,-121.25311,1530 Maidu Drive,Roseville,95661,Placer,(916) 774-5221
Martha Riley Community Library,Roseville Public Library,38.76751,-121.33203,1501 Pleasant Grove Blvd,Roseville,95747,Placer,(916) 774-5221
Downtown Library,Roseville Public Library,38.74616,-121.28465,225 Taylor St.,Roseville,95678,Placer,(916) 774-5221
Arcade Library,Sacramento Public Library,38.61861,-121.40409,2443 Marconi Ave.,Sacramento,95821,Sacramento,(916) 264-2700
Arden-Dimick Library,Sacramento Public Library,38.58088,-121.38360,891 Watt Ave.,Sacramento,95864,Sacramento,(916) 264-2700
Carmichael Library,Sacramento Public Library,38.61765,-121.33423,5605 Marconi Ave.,Carmichael,95608,Sacramento,(916) 264-2700
Sacramento Central Library,Sacramento Public Library,38.58167,-121.49508,828 I Street,Sacramento,95814,Sacramento,(916) 264-2700
Colonial Heights Library,Sacramento Public Library,38.53256,-121.44531,4799 Stockton Blvd.,Sacramento,95820,Sacramento,(916) 264-2700
Belle Cooledge Library,Sacramento Public Library,38.52406,-121.51193,5600 South Land Park Dr.,Sacramento,95822,Sacramento,(916) 264-2700
Courtland Library,Sacramento Public Library,38.33063,-121.56637,170 Primasing Ave,Courtland,95615,Sacramento,(916) 264-2700
Del Paso Heights Library,Sacramento Public Library,38.63614,-121.44531,920 Grand Ave.,Sacramento,95838,Sacramento,(916) 264-2700
Elk Grove Library,Sacramento Public Library,38.40874,-121.37118,8900 Elk Grove Blvd.,Elk Grove,95624,Sacramento,(916) 264-2700
Fair Oaks Library,Sacramento Public Library,38.66258,-121.26313,11601 Fair Oaks Blvd.,Fair Oaks,95628,Sacramento,(916) 264-2700
Franklin Library,Sacramento Public Library,38.39202,-121.43147,10055 Franklin High Road,Elk Grove,95757,Sacramento,(916) 264-2700
Marian O. Lawrence (Galt) Library,Sacramento Public Library,38.25113,-121.29585,1000 Caroline Ave.,Galt,95632,Sacramento,(916) 264-2700
Isleton Branch Library,Sacramento Public Library,38.16163,-121.60866,412 Union Street,Isleton,95641,Sacramento,(916) 264-2700
Martin Luther King Jr. Library,Sacramento Public Library,38.49122,-121.48088,7340 - 24Th St. Bypass,Sacramento,95822,Sacramento,(916) 264-2700
Ella K. Mcclatchy Library,Sacramento Public Library,38.56351,-121.48292,2112 22Nd St.,Sacramento,95818,Sacramento,(916) 264-2700
Mckinley Library,Sacramento Public Library,38.57678,-121.46280,601 Alhambra Blvd.,Sacramento,95816,Sacramento,(916) 264-2700
North Highlands-Antelope Library,Sacramento Public Library,38.70464,-121.36479,4235 Antelope Road,Antelope,95843,Sacramento,(916) 264-2700
North Natomas Library,Sacramento Public Library,38.65746,-121.51799,4660 Via Ingoglia,Sacramento,95835,Sacramento,(916) 264-2700
North Sacramento/Hagginwood Library,Sacramento Public Library,38.61009,-121.45140,2109 Del Paso Blvd.,Sacramento,95815,Sacramento,(916) 264-2700
Orangevale Library,Sacramento Public Library,38.67780,-121.22966,"8820 Greenback Lane, #L",Orangevale,95662,Sacramento,(916) 264-2700
Pocket-Greenhaven,Sacramento Public Library,38.49370,-121.53680,7335 Gloria Drive,Sacramento,95831,Sacramento,(916) 429-0926
Rancho Cordova Library,Sacramento Public Library,38.57655,-121.32920,9845 Folsom Blvd.,Sacramento,95827,Sacramento,(916) 264-2700
Rio Linda Library,Sacramento Public Library,38.68942,-121.45159,631 L Street,Rio Linda,95673,Sacramento,(916) 264-2700
South Natomas Library,Sacramento Public Library,38.61892,-121.50009,2901 Truxel Road,Sacramento,95833,Sacramento,(916) 264-2700
Southgate Library,Sacramento Public Library,38.49204,-121.43370,6132 66Th Ave.,Sacramento,95823,Sacramento,(916) 264-2700
Sylvan Oaks Library,Sacramento Public Library,38.68664,-121.30750,6700 Auburn Blvd.,Citrus Heights,95621,Sacramento,(916) 264-2700
Valley-Hi North Laguna Library,Sacramento Public Library,38.45237,-121.41735,7400 Imagination Parkway,Sacramento,95823,Sacramento,(916) 264-2700
Walnut Grove Library,Sacramento Public Library,38.24078,-121.51402,14177 Market St.,Walnut Grove,95690,Sacramento,(916) 264-2700
Cesar Chavez Library,Salinas Public Library,36.68046,-121.60685,615 Williams Rd.,Salinas,93905,Monterey,(831) 758-7345
El Gabilan Library,Salinas Public Library,36.70506,-121.65251,1400 N. Main St.,Salinas,93906,Monterey,(831) 758-7302
John Steinbeck Library,Salinas Public Library,36.67202,-121.65729,350 Lincoln Ave.,Salinas,93901,Monterey,(831) 758-7311
San Anselmo Public Library,San Anselmo Public Library,37.97446,-122.56299,110 Tunstead Ave.,San Anselmo,94960,Marin,(415) 258-4656
San Benito County Free Library,San Benito County Free Library,36.85178,-121.40512,470 Fifth St.,Hollister,95023,San Benito,(831) 636-4107
Adelanto Branch Library,San Bernardino County Library,34.57856,-117.41464,11497 Bartlett,Adelanto,92301,San Bernardino,(760) 246-5661
Newton T. Bass Apple Valley Branch Library,San Bernardino County Library,34.52438,-117.21520,14901 Dale Evans Parkway,Apple Valley,92307,San Bernardino,(760) 247-2022
Barstow Branch Library,San Bernardino County Library,34.89527,-117.02428,304 E. Buena Vista,Barstow,92311,San Bernardino,(760) 256-4850
Big Bear Lake Branch Library,San Bernardino County Library,34.24641,-116.88726,41930 Garstin Dr.,Big Bear Lake,92315,San Bernardino,(909) 866-5571
Bloomington Branch Library,San Bernardino County Library,34.07087,-117.41101,18028 Valley Blvd,Bloomington,92316,San Bernardino,(909) 820-0533
Cal Aero Preserve Academy Branch Library,San Bernardino County Library,33.96535,-117.62343,15850 Main Street,Chino,91708,San Bernardino,(909) 606-2173
Carter Branch Library,San Bernardino County Library,34.14813,-117.40361,2630 N. Linden Avenue,Rialto,92377,San Bernardino,(909) 854-4100
Chino Branch Library,San Bernardino County Library,34.01396,-117.68973,13180 Central Ave.,Chino,91710,San Bernardino,(909) 465-5280
Chino Hills,San Bernardino County Library,33.99744,-117.73046,14020 City Center Drive,Chino Hills,91709,San Bernardino,(909) 590-5380
Crestline Branch Library,San Bernardino County Library,34.24199,-117.27703,24105 Lake Gregory Dr.,Crestline,92325,San Bernardino,(909) 338-3294
Fontana Lewis Library and Technology Center,San Bernardino County Library,34.10080,-117.43517,8437 Sierra Avenue,Fontana,92335,San Bernardino,(909) 574-4500
Grand Terrace Branch Library,San Bernardino County Library,34.03517,-117.30697,22795 Barton Rd.,Grand Terrace,92313,San Bernardino,(909) 783-0147
Hesperia Branch Library,San Bernardino County Library,34.42645,-117.31656,9650 Seventh Ave.,Hesperia,92345,San Bernardino,(760) 244-4898
Highland Sam J. Racadio Library and Environmental Learning Center,San Bernardino County Library,34.11064,-117.21658,7863 Central Avenue,Highland,92346,San Bernardino,(909) 425-4700
Joshua Tree Branch Library,San Bernardino County Library,34.13560,-116.31495,6465 Park Blvd.,Joshua Tree,92252,San Bernardino,(760) 366-8615
Kaiser Branch Library,San Bernardino County Library,34.05063,-117.49252,11155 Almond Ave.,Fontana,92337,San Bernardino,(909) 357-5900
Lake Arrowhead Branch Library,San Bernardino County Library,34.24641,-117.20923,27235 Highway 189,Blue Jay,92317,San Bernardino,(909) 337-3118
Loma Linda Branch Library,San Bernardino County Library,34.04723,-117.24637,25581 Barton Road,Loma Linda,92354,San Bernardino,(909) 796-8621
Janice Horst Lucerne Valley Branch Library,San Bernardino County Library,34.44360,-116.94111,33103 Old Woman Springs Rd.,Lucerne Valley,92356,San Bernardino,(760) 248-7521
Mentone Senior Center and Library,San Bernardino County Library,34.07091,-117.13419,1331 Opal Avenue,Mentone,92359,San Bernardino,(909) 794-0327
Montclair Branch Library,San Bernardino County Library,34.07282,-117.69326,9955 Fremont Ave.,Montclair,91763,San Bernardino,(909) 624-4671
Muscoy Baker Family Learning Center,San Bernardino County Library,34.14732,-117.34038,2818 Macy Street,Muscoy,92407,San Bernardino,(909) 887-5167
Needles Branch Library,San Bernardino County Library,34.83457,-114.61786,1111 Bailey,Needles,92363,San Bernardino,(760) 326-9255
Phelan Memorial Library,San Bernardino County Library,34.42844,-117.57536,9800 Clovis Road,Phelan,92371,San Bernardino,(760) 868-3054
Rialto Branch Library,San Bernardino County Library,34.10029,-117.37400,251 W. First St.,Rialto,92376,San Bernardino,(909) 875-0144
Running Springs Branch Library,San Bernardino County Library,34.20635,-117.10478,2677 Whispering Pines,Running Springs,92382,San Bernardino,(909) 867-2554
Summit Branch Library,San Bernardino County Library,34.14826,-117.46441,15551 Summit Avenue,Fontana,92336,San Bernardino,(909) 357-5950
Trona Branch Library,San Bernardino County Library,35.75773,-117.37875,82805 Mt. View St.,Trona,93562,San Bernardino,(760) 372-5847
Twentynine Palms Branch Library,San Bernardino County Library,34.14339,-116.05473,6078 Adobe Rd.,Twentynine Palms,92277,San Bernardino,(760) 367-9519
Wrightwood Branch Library,San Bernardino County Library,34.35973,-117.63504,6011 Pine Street,Wrightwood,92397,San Bernardino,(760) 249-4577
Yucaipa Branch Library,San Bernardino County Library,34.03503,-117.05668,12040 Fifth St.,Yucaipa,92399,San Bernardino,(909) 790-3146
Yucca Valley Branch Library,San Bernardino County Library,34.12258,-116.41820,57098 Twentynine Palms Hwy.,Yucca Valley,92284,San Bernardino,(760) 228-5455
Dorothy Inghram Branch Library,San Bernardino Public Library,34.13543,-117.31858,1505 W. Highland Ave.,San Bernardino,92411,San Bernardino,(909) 887-4494
Howard M. Rowe Branch Library,San Bernardino Public Library,34.14978,-117.28474,108 E. Marshall Blvd.,San Bernardino,92404,San Bernardino,(909) 883-3411
Norman F. Feldheym Library,San Bernardino Public Library,34.10958,-117.29540,555 W. Sixth St.,San Bernardino,92410,San Bernardino,(909) 381-8201
Paul Villasenor Branch Library,San Bernardino Public Library,34.10891,-117.31358,525 N. Mt. Vernon Ave.,San Bernardino,92411,San Bernardino,(909) 383-5156
San Bruno Public Library,San Bruno Public Library,37.62521,-122.41492,701 Angus Ave. W.,San Bruno,94066,San Mateo,(650) 616-7078
4S Ranch,San Diego County Library,33.02112,-117.11439,10433 Reserve Dr,San Diego,92127,San Diego,(858) 673-4697
Alpine Library,San Diego County Library,32.83785,-116.77617,1752 Alpine Boulevard,Alpine,91901,San Diego,(619) 445-4221
Bonita-Sunnyside Library,San Diego County Library,32.66143,-117.03431,4375 Bonita Rd,Bonita,91902,San Diego,(619) 475-4642
Borrego Springs Library,San Diego County Library,33.25607,-116.38006,2580 Country Club Road,Borrego Springs,92004,San Diego,(760) 767-5761
Campo-Morena Village Library,San Diego County Library,32.62440,-116.47540,31356 Highway 94,Campo,91906,San Diego,(619) 478-5945
Cardiff Library,San Diego County Library,33.02203,-117.28144,2081 Newcastle Avenue,Cardiff,92007,San Diego,(760) 753-4027
Casa De Oro Library,San Diego County Library,32.74708,-116.98515,9805 Campo Rd. #180,Spring Valley,91977,San Diego,(619) 463-3236
Crest Library,San Diego County Library,32.80397,-116.86752,105 Juanita Lane,El Cajon,92021,San Diego,(619) 442-7083
Del Mar Library,San Diego County Library,32.95787,-117.26426,1309 Camino Del Mar,Del Mar,92014,San Diego,(858) 755-1666
Descanso Library,San Diego County Library,32.85925,-116.61478,9545 River Drive,Descanso,91916,San Diego,(619) 445-5279
El Cajon Library,San Diego County Library,32.79310,-116.96068,201 E. Douglas Ave,El Cajon,92020,San Diego,(619) 588-3718
Encinitas Library,San Diego County Library,33.04561,-117.29088,540 Cornish Dr.,Encinitas,92024,San Diego,(760) 753-7376
Fallbrook Library,San Diego County Library,33.38142,-117.25324,124 South Mission Road,Fallbrook,92028,San Diego,(760) 731-4650
Fletcher Hills Library,San Diego County Library,32.80188,-116.99777,576 Garfield Ave.,El Cajon,92020,San Diego,(619) 466-1132
Imperial Beach Library,San Diego County Library,32.57683,-117.11632,810 Imperial Beach Blvd.,Imperial Beach,91932,San Diego,(619) 424-6981
Jacumba Library,San Diego County Library,32.61733,-116.18713,44605 Old Highway 80,Jacumba,91934,San Diego,(619) 766-4608
Julian Library,San Diego County Library,33.07699,-116.59651,1850 Highway 78,Julian,92036,San Diego,(760) 765-0370
La Mesa Library,San Diego County Library,32.76623,-117.02328,8074 Allison Ave.,La Mesa,91942,San Diego,(619) 469-2151
Lakeside Library,San Diego County Library,32.85880,-116.92055,9839 Vine St.,Lakeside,92040,San Diego,(619) 443-1811
Lemon Grove Library,San Diego County Library,32.73866,-117.02936,3001 School Lane,Lemon Grove,91945,San Diego,(619) 463-9819
Lincoln Acres Library,San Diego County Library,32.66661,-117.07141,2725 Granger Avenue,National City,91950,San Diego,(619) 475-9880
Pine Valley Library,San Diego County Library,32.82368,-116.53135,28804 Old Highway 80,Pine Valley,91962,San Diego,(619) 473-8022
Potrero Library,San Diego County Library,32.61123,-116.61263,24883 Potrero Valley Road,Potrero,91963,San Diego,(619) 478-5978
Poway Library,San Diego County Library,32.95599,-117.04580,13137 Poway Road,Poway,92064,San Diego,(858) 513-2900
Ramona Library,San Diego County Library,33.03997,-116.87314,1275 Main Street,Ramona,92065,San Diego,(760) 788-5270
Rancho San Diego Library,San Diego County Library,32.74941,-116.92902,11555 Via Rancho San Diego,El Cajon,92019,San Diego,(619) 660-5370
Rancho Santa Fe Library,San Diego County Library,33.02100,-117.20555,17040 Avenida De Acacias,Rancho Santa Fe,92067,San Diego,(858) 756-2512
San Marcos Library,San Diego County Library,33.14124,-117.16053,2 Civic Center Drive,San Marcos,92069,San Diego,(760) 891-3000
Santee Library,San Diego County Library,32.84504,-116.99741,9225 Carlton Hills Blvd. #17,Santee,92071,San Diego,(619) 448-1863
Solana Beach Library,San Diego County Library,32.99443,-117.26260,157 Stevens Avenue,Solana Beach,92075,San Diego,(858) 755-1404
Spring Valley Library,San Diego County Library,32.71231,-117.00240,836 Kempton Street,Spring Valley,91977,San Diego,(619) 463-3006
Valley Center Library,San Diego County Library,33.24255,-117.02446,29200 Cole Grade Road,Valley Center,92082,San Diego,(760) 749-1305
Vista Library,San Diego County Library,33.20192,-117.23264,700 Eucalyptus Ave.,Vista,92084,San Diego,(760) 643-5100
Allied Gardens / Benjamin Branch Library,San Diego Public Library,32.79311,-117.08148,5188 Zion Ave.,San Diego,92120,San Diego,(619) 533-3970
Balboa Branch Library,San Diego Public Library,32.82236,-117.17495,4255 Mt. Abernathy Ave.,San Diego,92117,San Diego,(858) 573-1390
Mountain View/Beckwourth Branch Library,San Diego Public Library,32.69803,-117.10262,721 San Pasqual St.,San Diego,92113,San Diego,(619) 527-3404
Carmel Mountain Ranch Branch Library,San Diego Public Library,32.98166,-117.07375,12095 World Trade Dr.,San Diego,92128,San Diego,(858) 538-8181
Carmel Valley Branch Library,San Diego Public Library,32.95224,-117.23069,3919 Townsgate Dr.,San Diego,92130,San Diego,(858) 552-1668
City Heights / Weingart Branch,San Diego Public Library,32.74745,-117.10037,3795 Fairmount Ave.,San Diego,92105,San Diego,(619) 641-6100
Clairemont Branch Library,San Diego Public Library,32.79363,-117.19400,2920 Burgener Blvd.,San Diego,92110,San Diego,(858) 581-9935
College-Rolando Branch Library,San Diego Public Library,32.76937,-117.05610,6600 Montezuma Road,San Diego,92115,San Diego,(619) 533-3902
Kensington-Normal Heights Branch Library,San Diego Public Library,32.76307,-117.10679,4121 Adams Ave.,San Diego,92116,San Diego,(619) 533-3974
Linda Vista Branch Library,San Diego Public Library,32.78329,-117.17002,2160 Ulric St.,San Diego,92111,San Diego,(858) 573-1399
Logan Heights Branch Library,San Diego Public Library,32.69997,-117.13319,567 S. 28Th St.,San Diego,92113,San Diego,(619) 533-3968
"Valencia/Malcolm X Library & Performing Arts Center, Valencia",San Diego Public Library,32.71076,-117.08391,5148 Market St.,San Diego,92114,San Diego,(619) 527-3405
Mira Mesa Branch Library,San Diego Public Library,32.91522,-117.14266,8405 New Salem St.,San Diego,92126,San Diego,(858) 538-8165
Mission Hills Branch Library,San Diego Public Library,32.74960,-117.17196,925 W. Washington Street,San Diego,92103,San Diego,(619) 692-4910
Mission Valley,San Diego Public Library,32.77926,-117.12689,2123 Fenton Pkwy,San Diego,92108,San Diego,(858) 487-3751
North Clairemont Branch Library,San Diego Public Library,32.82837,-117.20650,4616 Clairemont Dr.,San Diego,92117,San Diego,(858) 581-9931
North Park Branch Library,San Diego Public Library,32.74720,-117.12680,3795 31St St.,San Diego,92104,San Diego,(619) 533-3972
North University Community Branch Library,San Diego Public Library,32.86762,-117.19917,8820 Judicial Drive,San Diego,92122,San Diego,(858) 581-9637
Oak Park Branch Library,San Diego Public Library,32.73505,-117.08008,2802 54Th St.,San Diego,92105,San Diego,(619) 527-3406
Ocean Beach Branch Library,San Diego Public Library,32.74548,-117.24722,4801 Santa Monica Ave.,San Diego,92107,San Diego,(619) 531-1532
Otay Mesa-Nestor Branch Library,San Diego Public Library,32.57668,-117.06796,3003 Coronado Ave.,San Diego,92154,San Diego,(619) 424-0474
Pacific Beach / Earl & Birdie Taylor Branch Library,San Diego Public Library,32.79421,-117.24993,4275 Cass St.,San Diego,92109,San Diego,(858) 581-9934
Paradise Hills Branch Library,San Diego Public Library,32.67267,-117.06118,5922 Rancho Hills Dr.,San Diego,92139,San Diego,(619) 527-3461
Point Loma/Hervey Branch Libray,San Diego Public Library,32.74012,-117.22944,3701 Voltaire Street,San Diego,92107,San Diego,(619) 531-1539
Rancho Bernardo Branch Library,San Diego Public Library,33.02492,-117.07541,17110 Bernardo Center Dr.,San Diego,92128,San Diego,(858) 538-8163
Rancho Penasquitos Branch Library,San Diego Public Library,32.95946,-117.12209,13355 Salmon River Rd.,San Diego,92129,San Diego,(858) 538-8159
La Jolla / Riford Branch Library,San Diego Public Library,32.84092,-117.27615,7555 Draper Avenue,La Jolla,92037,San Diego,(858) 552-1657
San Carlos Branch Library,San Diego Public Library,32.80200,-117.04057,7265 Jackson Dr.,San Diego,92119,San Diego,(619) 527-3430
San Diego Central Library,San Diego Public Library,32.70821,-117.15428,820 E St.,San Diego,92101,San Diego,(619) 236-5830
San Ysidro Branch Library,San Diego Public Library,32.55813,-117.04348,4235 Beyer Blvd.,San Diego,92173,San Diego,(619) 424-0475
Scripps Miramar Ranch Library Center,San Diego Public Library,32.91124,-117.10532,10301 Scripps Lake Drive,San Diego,92131,San Diego,(858) 538-8158
Serra Mesa Branch Library,San Diego Public Library,32.80919,-117.13367,9005 Aero Drive,San Diego,92123,San Diego,(858) 573-1396
Skyline Hills Branch Library,San Diego Public Library,32.69715,-117.02661,7900 Paradise Valley Road,San Diego,92139,San Diego,(619) 527-3485
Tierrasanta Branch Library,San Diego Public Library,32.82083,-117.09805,4985 La Cuenta Dr.,San Diego,92124,San Diego,(858) 573-1384
University Community Branch Library,San Diego Public Library,32.85403,-117.20096,4155 Governor Dr.,San Diego,92122,San Diego,(858) 552-1655
University Heights Branch Library,San Diego Public Library,32.75384,-117.14591,4193 Park Blvd.,San Diego,92103,San Diego,(619) 692-4912
Anza Branch Library,San Francisco Public Library,37.77860,-122.49727,550 37Th Ave.,San Francisco,94121,San Francisco,(415) 355-5717
Bayview Linda Brooks-Burton Branch Library,San Francisco Public Library,37.73255,-122.39120,5075 Third St.,San Francisco,94124,San Francisco,(415) 355-5757
Bernal Heights Branch Library,San Francisco Public Library,37.73886,-122.41613,500 Cortland Ave.,San Francisco,94110,San Francisco,(415) 335-2810
Chinatown - Him Mark Lai Branch Library,San Francisco Public Library,37.79521,-122.41023,1135 Powell St.,San Francisco,94108,San Francisco,(415) 355-2888
Eureka Valley - Harvey Milk Memorial Branch Library,San Francisco Public Library,37.75614,-122.43257,1 Jose Saria Ct.,San Francisco,94114,San Francisco,(415) 355-5616
